user_text,bot_response,source,clean_user_text,clean_bot_response
Imran khan ko agr Vote den hai to Auske siyasi Zindage Dekhein Agar #Baji k Rishta Dena hai To auske zati Zindage Dekhein #Shukriyaaa,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,imran khan ko agr vote den hai to auske siyasi zindage dekhein agar baji k rishta dena hai to auske zati zindage dekhein shukriyaaa,"wah, ye sun kar bohat acha laga! khush raho 😊"
"kal maine suna ki ek language festival ho raha hai,kya tumhe jaana hai? wahan alag-alag languages ke workshops honge, aur naye logon se milne ka mauka milega!","wow, yeh toh must hai! main bahut excited hoon, aur wahan par hum logon se practice bhi kar sakte hain, ek perfect opportunity hai!",Hinglish Everyday Conversations,"kal maine suna ki ek language festival ho raha hai,kya tumhe jaana hai? wahan alag alag languages ke workshops honge, aur naye logon se milne ka mauka milega!","wow, yeh toh must hai! main bahut excited hoon, aur wahan par hum logon se practice bhi kar sakte hain, ek perfect opportunity hai!"
aaj office mein bore ho gaya!,"haan yaar, aise hi lagta hai, koi excitement toh hai nahi.",Hinglish Everyday Conversations,aaj office main bore ho gaya!,"haan yaar, aise hi lagta hai, koi excitement toh hai nahi."
ha me krta ho essy hi,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,ha me krta ho essy hi,"samajh gaya, aur batao? main sun raha hun 🙂"
har acha player apni game k peak point pay retirement leleta hy ta k us ki game ko dunia yad rakhay nah k galiyan nikalay,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,har achha player apni game k peak point pay retirement leleta hai ta k us ki game ko dunia yad rakhay nah k galiyan nikalay,"wah, ye sun kar bohat acha laga! khush raho 😊"
"kal toh local cricket tournament hai,aur mujhe jaane ka bahut mann hai, suna hai kaafi talented players aa rahe hain, kya tum chalegi?","bilkul, local talent dekhne ka maza alag hota hai, aur atmosphere bhi bhot acha hota hai, chalo phir plan karte hain!",Hinglish Everyday Conversations,"kal toh local cricket tournament hai,aur mujhe jaane ka bahut mann hai, suna hai kaafi talented players aa rahe hain, kya tum chalegi?","bilkul, local talent dekhne ka maza alag hota hai, aur atmosphere bhi bhot acha hota hai, chalo phir plan karte hain!"
"sun,mujhe ek tech startup mila jo health tracking devices bana rahe hain, unka aim hai logon ko healthy habits adopt karne mein madad karna!","wow, lekin kya yeh devices logon ko seriously motivate karenge ya sirf ek aur gadget ban jayenge jo sabko chhod dena hai, yeh dekhna hai!",Hinglish Everyday Conversations,"sun,mujhe ek tech startup mila jo health tracking devices bana rahe hain, unka aim hai logon ko healthy habits adopt karne main madad karna!","wow, lekin kya yeh devices logon ko seriously motivate karenge ya sirf ek aur gadget ban jayenge jo sabko chhod dena hai, yeh dekhna hai!"
"sun,kya tujhe pata hai ki virtual reality ka use medical training mein bhi hota hai, doctors ko yeh kaise help karta hai?","haan yaar, suna hai, yeh unhe real-life situations mein practice karne ka mauka deta hai, yeh toh unke liye kaafi useful hoga, mujhe toh yeh sunke accha laga!",Hinglish Everyday Conversations,"sun,kya tujhe pata hai ki virtual reality ka use medical training main bhi hota hai, doctors ko yeh kaise help karta hai?","haan yaar, suna hai, yeh unhe real-life situations mein practice karne ka mauka deta hai, yeh toh unke liye kaafi useful hoga, mujhe toh yeh sunke accha laga!"
kya tumhe woh singer pasand hai?,"haan yaar, bahut accha gaata hai!",Hinglish Everyday Conversations,kya tumhe woh singer pasand hai?,"haan yaar, bahut accha gaata hai!"
Yahi ke mujhy bari mushkil se acha dost Mila hy us se kabhi bhi dur na ho,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,yahi ke mujhy bari mushkil se achha dost mila hai us se kabhi bhi dur na ho,"wah, ye sun kar bohat acha laga! khush raho 😊"
marium ap aik nokrani k fraiz anjam dein r chor chor pr un choron apko nokar rkha unki khushamd ap krin,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,marium ap aik nokrani k fraiz anjam dein r chor chor pr un choron apko nokar rkha unki khushamd ap krin,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
trend shift hone k bd enter leta otherwise nh,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,trend shift hone k bd enter leta otherwise nh,"samajh gaya, aur batao? main sun raha hun 🙂"
"bhai,birthday party ki planning itni complicated kyun hai? ye sab karne se achha toh aise hi ek casual party kar dete, khana pizza mangwa lete aur music bajate rehte","aree yaar, sabse alag type ka birthday toh banta hai. you are turning 25, remember? it's a milestone. let's do something special.",Hinglish Everyday Conversations,"bhai,birthday party ki planning itni complicated kyun hai? ye sab karne se achha toh aise hi ek casual party kar dete, khana pizza mangwa lete aur music bajate rehte","aree yaar, sabse alag type ka birthday toh banta hai. you are turning 25, remember? it's a milestone. let's do something special."
"mai to bohot confuse ho rahi hu,kya kar rahi hu, kya karna chahti hu, kuchh samajh nahi aa raha","chill, it happens to everyone, maybe you should talk to someone, they can help you figure things out.",Hinglish Everyday Conversations,"main to bohot confuse ho rahi hu,kya kar rahi hu, kya karna chahti hu, kuchh samajh nahi aa raha","chill, it happens to everyone, maybe you should talk to someone, they can help you figure things out."
Otherwise hamary vote zya,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,otherwise hamary vote zya,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
mai khud aik pmln supporter magar tumhare itny tweet dekh tum bohat ghusa ata weli kahin,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,main khud aik pmln supporter magar tumhare itny tweet dekh tum bohat ghusa ata weli kahin,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"sun,mujhe tumse kuch advice chahiye, main career shift karne ka soch rahi hoon, par samajh nahi aa raha kis direction mein jaoon, kya karoon?","arey, bilkul! pehle toh apne interests aur skills pe focus karo, phir unhe industry ke demands se match karo, sab kuch clear ho jayega, trust me!",Hinglish Everyday Conversations,"sun,mujhe tumse kuch advice chahiye, main career shift karne ka soch rahi hoon, par samajh nahi aa raha kis direction main jaoon, kya karoon?","arey, bilkul! pehle toh apne interests aur skills pe focus karo, phir unhe industry ke demands se match karo, sab kuch clear ho jayega, trust me!"
Kese lagi hui abhi TU kaha to Sahi time nahi de pata,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,kaise lagi hui abhi tu kaha to sahi time nahi de pata,"samajh gaya, aur batao? main sun raha hun 🙂"
"bilkul! sleep hygiene ka dhyan rakhna bahut zaroori hai,tumhe apna routine set karna chahiye. acha sleep environment create karo, tabhi body recharge hoti hai na!","yaar, mujhe suna hai ki daily walking se health bahut improve hoti hai. lekin, kya tumhe lagta hai ki yeh sabko suit karta hai ya kuch logon ko nahi?",Hinglish Everyday Conversations,"bilkul! sleep hygiene ka dhyan rakhna bahut zaroori hai,tumhe apna routine set karna chahiye. achha sleep environment create karo, tabhi body recharge hoti hai na!","yaar, mujhe suna hai ki daily walking se health bahut improve hoti hai. lekin, kya tumhe lagta hai ki yeh sabko suit karta hai ya kuch logon ko nahi?"
Jezzy baat sono,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,jezzy baat sono,"samajh gaya, aur batao? main sun raha hun 🙂"
iss kam k liya aqal or plan darkar or munasib c strtgy jis k liya pmln mian nahi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,iss kam k liya aqal or plan darkar or munasib c strtgy jis k liya pmln mian nahi,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
JazakAllah. Ever first time hua k laga k on line b koi cheez no-1 a sakti he warna to koi na koi cheating to lazmi hoti he. Apki mazeed kya products hain??  Read more,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,jazakallah. ever first time hua k laga k on line b koi cheez no 1 a sakti he warna to koi na koi cheating to lazmi hoti he. apki mazeed kya products hain?? read more,"wah, ye sun kar bohat acha laga! khush raho 😊"
srilanka ne pakistan ko doosray test match me wickets se shikast de ker series se barabar ker di,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,srilanka ne pakistan ko doosray test match me wickets se shikast de ker series se barabar ker di,"wah, ye sun kar bohat acha laga! khush raho 😊"
"bhaiya,ye auto ka meter kya aisa kharab hai? ye toh aur bhi zyada speed se chal raha hai, ye toh speed ka challan lagna chahiye!","are madam, aap ghar ki baat kar rahi ho, metro ke jam mein phas jaoge, aise to jaldi pahunch jaoge, kuchh extra thoda dete hi ho!",Hinglish Everyday Conversations,"bhaiya,ye auto ka meter kya aisa kharab hai? ye toh aur bhi zyada speed se chal raha hai, ye toh speed ka challan lagna chahiye!","are madam, aap ghar ki baat kar rahi ho, metro ke jam mein phas jaoge, aise to jaldi pahunch jaoge, kuchh extra thoda dete hi ho!"
best drama zara yaad kar ........ ye ek drama nai bal ' k 1 haqeeqat hai un logo k liye jo pyr k nam pe mazak krty hai . or dusro ki zindagi ko taba krty hai agr kisi ko naseehat hasil krni ho pyr k liye wo bus ye drama zara yaad kar dekh le very very very nice drama,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,best drama zara yaad kar ........ ye ek drama nahi bal ' k 1 haqeeqat hai un logo k liye jo pyr k nam pe mazak krty hai . or dusro ki zindagi ko taba krty hai agr kisi ko naseehat hasil krni ho pyr k liye wo bus ye drama zara yaad kar dekh le very very very nice drama,"wah, ye sun kar bohat acha laga! khush raho 😊"
"arey,suna kya? mere boss ne kaha hai ki hume ai tools ke saath kaam karna hai, mujhe thoda dar lag raha hai is transformation se.","samajh sakti hoon, par ai toh humari madad karega, repetitive tasks se chutkara milega, aur hum zyada creative kaam kar payenge, so chill!",Hinglish Everyday Conversations,"arey,suna kya? mere boss ne kaha hai ki hume ai tools ke saath kaam karna hai, mujhe thoda dar lag raha hai is transformation se.","samajh sakti hoon, par ai toh humari madad karega, repetitive tasks se chutkara milega, aur hum zyada creative kaam kar payenge, so chill!"
qaide karte hein ju khuch karkanun kayia wu kan kayia or kisi wu vidio nehei dekhein jismein pmln ke leader sheikh rihel kitne gande gande galian rehe thee kanon ku unki ache tarah petaie karne chahie thee,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,qaide karte hein ju khuch karkanun kayia wu kan kayia or kisi wu vidio nehei dekhein jismein pmln ke leader sheikh rihel kitne gande gande galian rehe thee kanon ku unki ache tarah petaie karne chahie thee,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
mukammal taur per bokhla chukay hain,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,mukammal taur per bokhla chukay hain,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Akelay akelay loss kar rhae ho,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,akelay akelay loss kar rhae ho,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"arre,tumhe pata hai kya, jab main shopping karti hoon toh mujhe hamesha achhe deals dhundne ka chakkar rehta hai, tum kya karti ho?","haan, deals dhundhna toh zaroori hai, par kabhi kabhi impulse shopping bhi zaroori hoti hai, kyunki life mein thoda fun toh chahiye!",Hinglish Everyday Conversations,"arre,tumhe pata hai kya, jab main shopping karti hoon toh mujhe hamesha achhe deals dhundne ka chakkar rehta hai, tum kya karti ho?","haan, deals dhundhna toh zaroori hai, par kabhi kabhi impulse shopping bhi zaroori hoti hai, kyunki life mein thoda fun toh chahiye!"
party mein kya pehna jaaye?,kya pata! koi simple sa dress hi kar lungi.,Hinglish Everyday Conversations,party main kya pehna jaaye?,kya pata! koi simple sa dress hi kar lungi.
"aaj laptop ka battery bahut slow chal raha hai,kahi khatam na ho jaaye achanak se! kaam to bohot hai!","haan, aaj toh har jagah internet bahut slow hai! kuchh toh problem ho rahi hai network mein.",Hinglish Everyday Conversations,"aaj laptop ka battery bahut slow chal raha hai,kahi khatam na ho jaaye achanak se! kaam to bohot hai!","haan, aaj toh har jagah internet bahut slow hai! kuchh toh problem ho rahi hai network mein."
"main soch rahi thi ki kya dharm ke naam par logon ko divide karna sahi hai,kyunki sabko apne beliefs ka haq hai, par kyun itne conflicts hote hain?","yeh hi toh paradox hai, agar sab log ek dusre ki beliefs ko samjhein aur accept karein, toh zindagi kitni peaceful ho jayegi, par yeh hona mushkil hai.",Hinglish Everyday Conversations,"main soch rahi thi ki kya dharm ke naam par logon ko divide karna sahi hai,kyunki sabko apne beliefs ka haq hai, par kyun itne conflicts hote hain?","yeh hi toh paradox hai, agar sab log ek dusre ki beliefs ko samjhein aur accept karein, toh zindagi kitni peaceful ho jayegi, par yeh hona mushkil hai."
"main soch rahi thi ki mujhe layering ke saath experiment karna chahiye,kya tumhe lagta hai ki winter mein yeh achha rahega?","bohot acha idea hai, layering se tumhare outfits mein depth aata hai, ek stylish coat ya long cardigan ke saath toh perfect ho jayega!",Hinglish Everyday Conversations,"main soch rahi thi ki mujhe layering ke saath experiment karna chahiye,kya tumhe lagta hai ki winter main yeh achha rahega?","bohot acha idea hai, layering se tumhare outfits mein depth aata hai, ek stylish coat ya long cardigan ke saath toh perfect ho jayega!"
kia krain?,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,kya krain?,"samajh gaya, aur batao? main sun raha hun 🙂"
"main soch rahi hoon ki ek online tutoring platform shuru karu,jahan students ko personalized coaching mile, kya tumhe yeh idea kaisa laga?","yeh toh amazing hai! lekin kya tumhe pata hai ki competition bahut zyada hai, humein kuch unique features add karne honge!",Hinglish Everyday Conversations,"main soch rahi hoon ki ek online tutoring platform shuru karu,jahan students ko personalized coaching mile, kya tumhe yeh idea kaisa laga?","yeh toh amazing hai! lekin kya tumhe pata hai ki competition bahut zyada hai, humein kuch unique features add karne honge!"
"aapne suna hai,kisi area mein pani ki kami ho rahi hai, logon ko bahut difficult ho raha hai.","haan, itna bura lagta hai. bahut important hai water conservation. hum apne homes mein bhi bahut kuchh kar sakte hain. shower less, use water efficiently, everything counts.",Hinglish Everyday Conversations,"aapne suna hai,kisi area main pani ki kami ho rahi hai, logon ko bahut difficult ho raha hai.","haan, itna bura lagta hai. bahut important hai water conservation. hum apne homes mein bhi bahut kuchh kar sakte hain. shower less, use water efficiently, everything counts."
"pehly to jazz sponser ni tha ? and i heard k ye idea jazz ka hi tha , acha laga . ","wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,"pehly to jazz sponser ni tha ? and i heard k ye idea jazz ka hi tha , achha laga .","wah, ye sun kar bohat acha laga! khush raho 😊"
"yaar,kal toh maine ek naya recipe try kiya, pasta tha, itna creamy ban gaya ki sab logon ne mere haath se khaya!","wah, kya baat hai! tum toh chef ban gayi ho, mujhe bhi seekhna hai, kabhi mujhe apne kitchen mein bula lena!",Hinglish Everyday Conversations,"yaar,kal toh maine ek naya recipe try kiya, pasta tha, itna creamy ban gaya ki sab logon ne mere haath se khaya!","wah, kya baat hai! tum toh chef ban gayi ho, mujhe bhi seekhna hai, kabhi mujhe apne kitchen mein bula lena!"
Sdky U ki Farakh Dilli k,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,sdky u ki farakh dilli k,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
hamid mir b tweet k delete h ye shyd in larkon pta nh k ye pmln mpa h,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,hamid mir b tweet k delete h ye shyd in larkon pta nh k ye pmln mpa h,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
do n't worry main aungi raat main,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,do n't worry main aungi raat main,"wah, ye sun kar bohat acha laga! khush raho 😊"
Us time ulta market crash karti hai ab 😅,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,us time ulta market crash karti hai ab,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Ducky bhai roasting start hogyyy,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,ducky bhai roasting start hogyyy,"samajh gaya, aur batao? main sun raha hun 🙂"
nh issue aya tha,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,nh issue aya tha,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Sahi ja rahi hain aap ,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,sahi ja rahi hain aap,"wah, ye sun kar bohat acha laga! khush raho 😊"
Bitget wallet ya web 3,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,bitget wallet ya web 3,"samajh gaya, aur batao? main sun raha hun 🙂"
"yaar,aaj kal entrepreneurs ko mental health ka bhi khayal rakhna chahiye, kabhi kabhi stress manage karna mushkil ho jata hai, tu kya karti hai iske liye?","main yoga aur meditation karti hoon, kyunki wo meri mind ko relax karne mein help karta hai, aur energy bhi recharge hoti hai, tujhe bhi try karna chahiye!",Hinglish Everyday Conversations,"yaar,aaj kal entrepreneurs ko mental health ka bhi khayal rakhna chahiye, kabhi kabhi stress manage karna mushkil ho jata hai, tu kya karti hai iske liye?","main yoga aur meditation karti hoon, kyunki wo meri mind ko relax karne mein help karta hai, aur energy bhi recharge hoti hai, tujhe bhi try karna chahiye!"
"bhai ki shaadi ki planning mein meri toh aisi busy life hai,jaise koi marathon bhaag rahi hu. shopping, decorations, sab sambhaalna hai!","aare bas, thoda time aur lag jayega! relax kar, sab kuchh manage ho jaayega. khush raho, yeh din kabhi vapas nahi aayenge!",Hinglish Everyday Conversations,"bhai ki shaadi ki planning main meri toh aisi busy life hai,jaise koi marathon bhaag rahi hu. shopping, decorations, sab sambhaalna hai!","aare bas, thoda time aur lag jayega! relax kar, sab kuchh manage ho jaayega. khush raho, yeh din kabhi vapas nahi aayenge!"
one thnks frm side 2 ur parents🤣🤣🤣,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,one thnks frm side 2 ur parents,"samajh gaya, aur batao? main sun raha hun 🙂"
aaj match dekha kya? india ka performance toh kaafi disappointing tha,"haan yaar, mujhe toh bharosa tha ki india jeetega, lekin kuchh kharab hi chal raha hai team, main toh bahut tension mein hoon, aage match kya hoga!",Hinglish Everyday Conversations,aaj match dekha kya? india ka performance toh kaafi disappointing tha,"haan yaar, mujhe toh bharosa tha ki india jeetega, lekin kuchh kharab hi chal raha hai team, main toh bahut tension mein hoon, aage match kya hoga!"
nawaz ky bgr pmln bekar nazar aa rhii ha,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,nawaz ky bgr pmln bekar nazar aa rhii ha,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
Yar wo CGPA PR affect kre ga kese dafa karun,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,yar wo cgpa pr affect kre ga kaise dafa karun,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"arre,mujhe yeh online shopping ka app kaise use karna hai, lagta hai mujhe kisi se sikha lena chahiye!","chal, main tujhe dikhati hoon, bas apne items add kar, aur payment karne se pehle discount codes bhi check karna, badiya deals milti hain!",Hinglish Everyday Conversations,"arre,mujhe yeh online shopping ka app kaise use karna hai, lagta hai mujhe kisi se sikha lena chahiye!","chal, main tujhe dikhati hoon, bas apne items add kar, aur payment karne se pehle discount codes bhi check karna, badiya deals milti hain!"
Matlb dex haram ha?,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,matlb dex haram ha?,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"kal toh family gathering mein sabne milke purani yaadein taaza ki,tumhe kya laga, humare bachpan ki yaadein kitni mazedaar thi?","bilkul, woh sab moments ab bhi yaad hain, par ab toh sab bade ho gaye hain, lekin wo masti kabhi nahi bhool sakte, yaar!",Hinglish Everyday Conversations,"kal toh family gathering main sabne milke purani yaadein taaza ki,tumhe kya laga, humare bachpan ki yaadein kitni mazedaar thi?","bilkul, woh sab moments ab bhi yaad hain, par ab toh sab bade ho gaye hain, lekin wo masti kabhi nahi bhool sakte, yaar!"
hahahah aj kal ye mazay cheez baat karo ppp jawab pmln janib ata or pmln karo jawab ppp ata zardari bhai bhai,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,hahahah aj kal ye mazay cheez baat karo ppp jawab pmln janib ata or pmln karo jawab ppp ata zardari bhai bhai,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
I can't sleep with doubts,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,i can't sleep with doubts,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"aap ka to phone lagatar baj raha hai,kyun kya hai?","kya bataun, aise hi har taraf se calls aa rahi hain, shaadi ke liye invitation kar rahe hain, pata nahi itna jaldi kyun sab ki shaadi hone lagi!",Hinglish Everyday Conversations,"aap ka to phone lagatar baj raha hai,kyun kya hai?","kya bataun, aise hi har taraf se calls aa rahi hain, shaadi ke liye invitation kar rahe hain, pata nahi itna jaldi kyun sab ki shaadi hone lagi!"
"yeh alag alag charity organisations ke baare mein jaankaari de deta hai,unko support kaise karna hai","bahut useful hai, isse toh hum apne paise ka sahi istemal kar sakte hain!",Hinglish Everyday Conversations,"yeh alag alag charity organisations ke baare main jaankaari de deta hai,unko support kaise karna hai","bahut useful hai, isse toh hum apne paise ka sahi istemal kar sakte hain!"
awaaam pakistan pagal yahan pmln k sarai fake account hidden cameras agr b camera numberi bachata zyada mtlb k b galat vote dalai pta jaye isme burayi kahan,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,awaaam pakistan pagal yahan pmln k sarai fake account hidden cameras agr b camera numberi bachata zyada mtlb k b galat vote dalai pta jaye isme burayi kahan,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"koi aur book padh le,yeh toh bohot boring hai!","bas thoda aur, aapke opinion pe depend karta hai.",Hinglish Everyday Conversations,"koi aur book padh le,yeh toh bohot boring hai!","bas thoda aur, aapke opinion pe depend karta hai."
Kiya tha,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,kiya tha,"samajh gaya, aur batao? main sun raha hun 🙂"
Bhai lakin iska apna he maza hai ye kha kr dil krta hai transport ka business start kr dain,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,bhai lakin iska apna he maza hai ye kha kr dil krta hai transport ka business start kr dain,"wah, ye sun kar bohat acha laga! khush raho 😊"
"assalam u alaikm 2 all muslims ,,,, mjhe ye jan kr boht khushi hwi thi k hamari govt nai ye band krwaya aur chief justic nai bhi help ki , allah unhe kaymabi naseeb farmai ... ameen ghulami rasol mai mout bhi qabool hai ...... ghulami rasol mai mout bhi qabool hai ...... ","wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,"assalam u alaikm 2 all muslims ,,,, mjhe ye jan kr bohat khushi hwi thi k hamari govt nahi ye band krwaya aur chief justic nahi bhi help ki , allah unhe kaymabi naseeb farmai ... ameen ghulami rasol main mout bhi qabool hai ...... ghulami rasol main mout bhi qabool hai ......","wah, ye sun kar bohat acha laga! khush raho 😊"
itni jaldi maan,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗",Roman Urdu Sentiment Support,itni jaldi maan,"samajh sakta hun, ye waqai mushkil lag raha hai. thora relax karo, main tumhare sath hun 🤗"
"yaar,aaj bohot thaka hua hoon.","haaan yaar, kal holiday lete hai.",Hinglish Everyday Conversations,"yaar,aaj bohot thaka hua hoon.","haaan yaar, kal holiday lete hai."
Sahi main,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,sahi main,"samajh gaya, aur batao? main sun raha hun 🙂"
Phr SHUKAR HAI MALIK ka Job lgi 3month m Return krdye paisy,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,phr shukar hai malik ka job lgi 3month m return krdye paisy,"wah, ye sun kar bohat acha laga! khush raho 😊"
pakistan to chaa gya buhat ache movie ,"wah, ye sun kar bohat acha laga! khush raho 😊",Roman Urdu Sentiment Support,pakistan to chaa gya buhat ache movie,"wah, ye sun kar bohat acha laga! khush raho 😊"
bus se kya pahuche?,"nahi yaar, traffic bahut hai, auto le liya.",Hinglish Everyday Conversations,bus se kya pahuche?,"nahi yaar, traffic bahut hai, auto le liya."
"chalo,ghar pe aate waqt sab lights jalake aaenge, aur yeh alarm system bhi laga de, ye thoda secure feel karega!","sahi hai, and please apni keys kyun sabke samne nikalti ho? arey, ek chota sa bag hi le jaao, us mein keychain dalke, safer hoga.",Hinglish Everyday Conversations,"chalo,ghar pe aate waqt sab lights jalake aaenge, aur yeh alarm system bhi laga de, ye thoda secure feel karega!","sahi hai, and please apni keys kyun sabke samne nikalti ho? arey, ek chota sa bag hi le jaao, us mein keychain dalke, safer hoga."
"aree,yeh metaverse kya hai? sab log baat kar rahe hain iske baare mein, par mujhe samajh nahi aaya, kya hota hai yeh","accha, you know like ek virtual world hai jahaan log apne avatars ke saath interact kar sakte hain, meetings kar sakte hain, gaming kar sakte hain, bohot kuch ho sakta hai, imagine, you can be anyone, anywhere!",Hinglish Everyday Conversations,"aree,yeh metaverse kya hai? sab log baat kar rahe hain iske baare mein, par mujhe samajh nahi aaya, kya hota hai yeh","accha, you know like ek virtual world hai jahaan log apne avatars ke saath interact kar sakte hain, meetings kar sakte hain, gaming kar sakte hain, bohot kuch ho sakta hai, imagine, you can be anyone, anywhere!"
Jo hai wo,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,jo hai wo,"samajh gaya, aur batao? main sun raha hun 🙂"
budgeting app kaunsa use karti ho?,"aree, maine toh kisi bhi app ko use nahi kiya hai abhi tak.",Hinglish Everyday Conversations,budgeting app kaunsa use karti ho?,"aree, maine toh kisi bhi app ko use nahi kiya hai abhi tak."
Abhi karta,"samajh gaya, aur batao? main sun raha hun 🙂",Roman Urdu Sentiment Support,abhi karta,"samajh gaya, aur batao? main sun raha hun 🙂"
